Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads,Subtitle,Podcast Parent,Collection Ids
332,The Prince,The Prince,,,"From his perspective in Renaissance Italy, Machiavelli's aim in this classic work was to resolve conflict with the ruling prince, Lorenzo de Medici....",Niccolo Machiavelli,Grover Gardner,"Classics, World",Literature & Fiction > Classics,Literature & Fiction,Classics,4h 47m,,2013-09-24,"Gildan Media, LLC",,4.3,5,,Unabridged Audiobook,English,available,,,,,,,B00FDUJZYY,,,"<p>From his perspective in Renaissance Italy, Machiavelli's aim in this classic work was to resolve conflict with the ruling prince, Lorenzo de Medici. Machiavelli based his insights on the way people really are rather than an ideal of how they should be. This is the world's most famous master plan for seizing and holding power. Astonishing in its candor <i>The Prince</i> even today remains a disturbingly realistic and prophetic work on what it takes to be a prince, a king, or a president. When Machiavelli was removed from his post in his beloved Florence, he resolved to set down a treatise on leadership that was practical, not idealistic. The Prince he envisioned would be unencumbered by ordinary ethical and moral values. Even today, this sixteenth-century classic has become essential listening for every student of government, and is the ultimate audiobook on power politics. </p>","The Art of War, The History of the Peloponnesian War, Machiavelli Mindset, Art of War, The Book of Five Rings, Meditations, Meditations, The Way of the Superior Man, 48 Laws of Power, Mastery, The Art of Seduction, Leviathan, The Protector, Tesla vs Edison, On War, Ancient Greece, The Daily Laws, The Shia Revival",https://audible.co.uk/pd/B00FDUJZYY?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/gdan/001097/bk_gdan_001097_sample.mp3,https://www.audible.com/webplayer?asin=B00FDUJZYY,https://m.media-amazon.com/images/I/613LNsmkcIL._SL500_.jpg,https://www.goodreads.com/search?q=Niccolo%20Machiavelli%20-%20The%20Prince,,,
331,"Mercy Blade: Jane Yellowrock, Book 3",Mercy Blade,Jane Yellowrock (book 3),3,"Jane, a shapeshifting vampire-hunter-for-hire, crosses paths with a stranger who has arrived in New Orleans, enlisted to hunt vampires who have gone insane - or so he says....",Faith Hunter,Khristine Hvam,Fantasy,Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,14h 39m,,2011-01-04,Audible Studios,,4.6,3,,Unabridged Audiobook,English,available,,,,,,,B004GUZBIQ,,,"<p>Jane, a shapeshifting vampire-hunter-for-hire, crosses paths with a stranger who has arrived in New Orleans, enlisted to hunt vampires who have gone insane - or so he says. </p>","WeSa and the Lumber King, Blood of the Earth, Junkyard Cats, Moon Called, Hell's Belle, Hunter's Moon, The Book of Levi, Alpha and Omega, Spider's Bite, Dark and Stormy Knights, Magic Tides & Magic Claims, Clean Sweep (Dramatized Adaptation), The Best Paranormal Crime Stories Ever Told, Masques, Immortals: The Calling, Nice Girls Don't Have Fangs, Hammered, Only Bad Options",https://audible.co.uk/pd/B004GUZBIQ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/002396/bk_adbl_002396_sample.mp3,https://www.audible.com/webplayer?asin=B004GUZBIQ,https://m.media-amazon.com/images/I/61QA6qVLrTL._SL500_.jpg,https://www.goodreads.com/search?q=Faith%20Hunter%20-%20Mercy%20Blade,"Jane Yellowrock, Book 3",,
330,"Skinwalker: Jane Yellowrock, Book 1",Skinwalker,Jane Yellowrock (book 1),1,Jane Yellowrock is the last of her kind-a skinwalker of Cherokee descent who can turn into any creature she desires and hunts vampires for a living....,Faith Hunter,Khristine Hvam,Fantasy,Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"14h 29m ",Finished,2010-04-13,Audible Studios,,4.4,5,,Unabridged Audiobook,English,available,,,,,,,B004FTCG5E,,,"<p>Jane Yellowrock is the last of her kind - a skinwalker of Cherokee descent who can turn into any creature she desires and hunts vampires for a living. But now she's been hired by Katherine Fontaneau, one of the oldest vampires in New Orleans and the madam of Katie's Ladies, to hunt a powerful rogue vampire who's killing other vamps.</p>","WeSa and the Lumber King, Blood of the Earth, Junkyard Cats, Spider's Bite, Hunter's Moon, The Book of Levi, Moon Called, Alpha and Omega, Monster Hunter Legion, Clean Sweep (Dramatized Adaptation), Magic Tides & Magic Claims, Dark and Stormy Knights, Masques, The Best Paranormal Crime Stories Ever Told, Sorcery Reborn, Pride Mates, Hell's Belle, A Discovery of Witches",https://audible.co.uk/pd/B004FTCG5E?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/001997/bk_adbl_001997_sample.mp3,https://www.audible.com/webplayer?asin=B004FTCG5E,https://m.media-amazon.com/images/I/5192FZekU-L._SL500_.jpg,https://www.goodreads.com/search?q=Faith%20Hunter%20-%20Skinwalker,"Jane Yellowrock, Book 1",,
329,"Blood Cross: Jane Yellowrock, Book 2",Blood Cross,Jane Yellowrock (book 2),2,Jane Yellowrock is back on the prowl against the children of the night...,Faith Hunter,Khristine Hvam,Fantasy,Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"14h 25m ",14h 5m left,2010-04-13,Audible Studios,,4.6,4,,Unabridged Audiobook,English,available,,,,,,,B004FT8PYK,,,"<p>Jane Yellowrock is back on the prowl against the children of the night. The vampire council has hired skinwalker Yellowrock to hunt and kill one of their own who has broken sacred ancient rules - but Jane quickly realizes that in a community that is thousands of years old, loyalties run deep.</p>","WeSa and the Lumber King, Blood of the Earth, Junkyard Cats, Spider's Bite, Moon Called, The Book of Levi, Hell's Belle, Alpha and Omega, Magic Tides & Magic Claims, Dark and Stormy Knights, The Forever Girl, Clean Sweep (Dramatized Adaptation), Magical Midlife Madness, Apex Shifter Omnibus, Hunter's Moon, Immortals: The Calling, Burn for Me, Masques",https://audible.co.uk/pd/B004FT8PYK?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/001998/bk_adbl_001998_sample.mp3,https://www.audible.com/webplayer?asin=B004FT8PYK,https://m.media-amazon.com/images/I/51SF4PRZysL._SL500_.jpg,https://www.goodreads.com/search?q=Faith%20Hunter%20-%20Blood%20Cross,"Jane Yellowrock, Book 2",,
328,Swamp Spook,Swamp Spook,Miss Fortune Mysteries (book 13),13,"Sinful, Louisiana, goes all out for Halloween. The celebration kicks off with a maze of horror in the park, and Fortune has the perfect assignment - the executioner. When she returns from break and realizes the body in her scene is a real and not the prop, she knows trouble is coming....",Jana DeLeon,Cassandra Campbell,"Cosy, Women Sleuths","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"8h 13m ",&lt;1 min,2019-02-12,Audible Studios,,4.8,1,,Unabridged Audiobook,English,available,,,,,,,B07ND1WC9R,,,"<p>When black cats roam, and spooks are seen, Come celebrate, it’s Halloween.</p> <p>Sinful, Louisiana, really knows how to throw a party, and it goes all out for Halloween. The weeklong celebration kicks off with a maze of horror in the park built of hay bales. And Fortune has the perfect assignment - the executioner. Her scene comes complete with a head block, a hatchet, and a fake body with removable head. It’s the perfect setup...for a crime.</p> <p>When Fortune returns from break and realizes the body in her scene is a real one and not the prop, she knows trouble is coming. Before she can shake a broomstick, Celia Arceneaux has raised the alarm and the state police show up to take over the investigation. With Carter on the sidelines and Fortune the prime suspect, Swamp Team 3 sets out to catch a real monster.</p>","The Helena Diaries - Trouble in Mudbug, Malevolent, Backrush, The Accidental Alchemist, Mystery on Hidden Lane: An Utterly Gripping Cozy Mystery Novel, Dixie Divas, Pretty Is as Pretty Dies, Never the Bride, Material Girl, Hickory Dickory Dead, Center Stage, Twelve Slays of Christmas, Sign Off, Date with Death, Evans Above, A High-End Finish, Working Stiff, Death at the Auction",https://audible.co.uk/pd/B07ND1WC9R?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/051447/bk_adbl_051447_sample.mp3,https://www.audible.com/webplayer?asin=B07ND1WC9R,https://m.media-amazon.com/images/I/51ZldwwfoFL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Swamp%20Spook,,,
327,"Fooled Around and Spelled in Love: A Cozy Paranormal Mystery: The Happily Everlasting Series, Book 3",Fooled Around and Spelled in Love,The Happily Everlasting Series (book 3),3,"Welcome to Everlasting, Maine, where there's no such thing as normal. Anna Crawford is well aware her town is filled with supernaturals, but she isn't exactly willing to embrace her paranormal gifts. Her aunt says she's a witch-in-denial....",Michelle M. Pillow,B.J. Harrison,"Cosy, Supernatural, Paranormal","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"5h 42m ",Finished,2017-12-22,The Raven Books LLC,,4.4,3,,Unabridged Audiobook,English,available,,,,,,,B078JS86C5,,,"<p><b><i>NY Times</i></b><b> &amp; </b><b><i>USA Today</i></b><b> best-selling author</b></p> <p><b>A cozy mystery paranormal romance</b></p> <p>Welcome to Everlasting, Maine, where there's no such thing as normal.</p> <p>Anna Crawford is well aware her town is filled with supernaturals, but she isn't exactly willing to embrace her paranormal gifts. Her aunt says she's a witch-in-denial. All Anna wants is to live a quiet ""normal"" life and run her business, Witch's Brew Coffee Shop and Bakery. But everything is about to be turned upside down the moment Jackson Argent walks into her life.</p> <p>Jackson isn't sure why he agreed to come back to his boyhood home of Everlasting. It's like a spell was cast and he couldn't say no. Covering the Cranberry Festival isn't exactly the hard-hitting news this reporter is used to. But when a local death is ruled an accident, and the police aren't interested in investigating, he takes it upon himself to get to the bottom of the mystery. To do that, he'll need to enlist the help of the beautiful coffee shop owner.</p> <p>It soon becomes apparent things are not what they seem and more than coffee is brewing in Everlasting.</p> <p><b>*Audiobooks in The Happily Everlasting series can be listened to in </b><b><i>any </i></b><b>order!</b></p>","The Vampire's Mail Order Bride, Better Haunts and Garden Gnomes: A Cozy Paranormal Mystery, The Secret, Book & Scone Society, Love Potions, Cloudy With a Chance of Witchcraft (A Paranormal Women's Fiction Romance Novel), Don’t Stop Bewitching, Backrush, The Helena Diaries - Trouble in Mudbug, The Accidental Queen, The Innocent Dead, Midlife Bounty Hunter, The Beechwood Harbor Magic Mysteries Boxed Set, Malevolent, How to Date Your Dragon, The Coffee Girl, Grady Judd, Falling to Pieces, A Witch of Edgehill Mystery Box Set",https://audible.co.uk/pd/B078JS86C5?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/104330/bk_acx0_104330_sample.mp3,https://www.audible.com/webplayer?asin=B078JS86C5,https://m.media-amazon.com/images/I/51eTf64vYWL._SL500_.jpg,https://www.goodreads.com/search?q=Michelle%20M.%20Pillow%20-%20Fooled%20Around%20and%20Spelled%20in%20Love,"A Cozy Paranormal Mystery: The Happily Everlasting Series, Book 3",,
326,"Once Hunted, Twice Shy: The Happily Everlasting Series, Book 2","Once Hunted, Twice Shy",The Happily Everlasting Series (book 2),2,"Wolf-shifter Hugh Lupine simply wants to make it through the month and win the bet he has with his best friend. He's not looking to date anyone, or to solve a murder....",Mandy M. Roth,B.J. Harrison,"Cosy, Supernatural, Paranormal","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"5h 38m ",Finished,2017-12-26,Raven Happy Hour,,4.4,3,,Unabridged Audiobook,English,available,,,,,,,B077ZZL52Y,,,"<p>Welcome to Everlasting, Maine, where there's no such thing as normal.</p> <p>Wolf-shifter Hugh Lupine simply wants to make it through the month and win the bet he has with his best friend. He's not looking to date anyone, or to solve a murder, but when a breathtaking beauty runs him over (literally), he's left no choice but to take notice of the quirky, sassy newcomer. She'd be perfect if it wasn't for the fact she's the granddaughter of the local supernatural hunter. Even if he can set aside his feelings about her family, Penelope is his complete opposite in all ways.</p> <p>Penelope Messing wanted to get away from the harsh reminder that her boyfriend of two years dumped her. Several pints of ice cream and one plane ticket to Maine later, she's ready to forget her troubles. At least for a bit. When she arrives in the sleepy little fishing town of Everlasting for a surprise visit with her grandfather, she soon learns that outrunning one problem can lead to a whole mess of others. She finds herself the prime suspect in a double homicide. She doesn't even kill spiders, let alone people, but local law enforcement has their eyes on her.</p> <p>The secrets of Everlasting come to light, and Penelope has to not only accept that things that go bump in the night are real, but apparently she's destined for a man who sprouts fur and has a bizarre obsession with fish sticks. Can they clear Penelope's name and set aside their differences to find true love?</p> <p>Books in the Happily Everlasting series can be enjoyed in any order!</p>","Don’t Stop Bewitching, Cloudy With a Chance of Witchcraft (A Paranormal Women's Fiction Romance Novel), Backrush, House of Guardians: Sons of the Olympian Gods, Better Haunts and Garden Gnomes: A Cozy Paranormal Mystery, The Vampire's Cursed Kiss, The Helena Diaries - Trouble in Mudbug, The Vampire's Mail Order Bride, The Accidental Queen, Death Overdue, Malevolent, Soul of the Witch, The Beechwood Harbor Magic Mysteries Boxed Set, You've Got Tail, The Alpha's Return, Sweet Tea and Sympathy, The Winemaker's Secret, Ask Me to Stay",https://audible.co.uk/pd/B077ZZL52Y?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/103094/bk_acx0_103094_sample.mp3,https://www.audible.com/webplayer?asin=B077ZZL52Y,https://m.media-amazon.com/images/I/51b5vuQto1L._SL500_.jpg,https://www.goodreads.com/search?q=Mandy%20M.%20Roth%20-%20Once%20Hunted%2C%20Twice%20Shy,"The Happily Everlasting Series, Book 2",,
325,Reel of Fortune,Reel of Fortune,Miss Fortune Mysteries (book 12),12,"It’s official. Fortune Redding is out of the CIA and a newly minted resident of Sinful, Louisiana. She never expected her homecoming to be all apple pie and hugs, but a murder wasn’t on her list of things to deal with before she’d even gotten her name stenciled on her mailbox....",Jana DeLeon,Cassandra Campbell,"Cosy, Women Sleuths","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,8h 30m left,,2019-02-12,Audible Studios,,4.8,1,,Unabridged Audiobook,English,available,,,,,,,B07ND172PB,,,"<p>Nothing says Welcome Home like a murder.</p> <p>It’s official. Fortune Redding is out of the CIA and a newly minted resident of Sinful, Louisiana. She never expected her homecoming to be all apple pie and hugs, but a murder wasn’t on her list of things to deal with before she’d even gotten her name stenciled on her mailbox.&nbsp;</p> <p>Boone Carre-Hooch, to the locals - was a drunk and a louse and had shafted pretty much everyone he’d ever done business with. So when someone kills him, there is no shortage of suspects. Unfortunately, Ally is at the top of the list.</p> <p>Fortune, Ida Belle, and Gertie know that Ally isn’t capable of murdering anyone, but with an ambitious ADA looking to make a name for himself, and the local gossip train intent on finding someone to blame, they know they have to find the killer and clear Ally’s name.</p>","The Helena Diaries - Trouble in Mudbug, Malevolent, The Accidental Alchemist, Mystery on Hidden Lane: An Utterly Gripping Cozy Mystery Novel, Evans Above, The Sleuth Sisters, Never the Bride, Ben Rehder Mysteries Box Set: Buck Fever & Gone The Next, Say It With Poison, Mitchell and Markby Village, Book 1, Material Girl, Loose Ends, Fallback, The Cornish Wedding Murder, Buck Fever, Wild Man's Curse, Twelve Slays of Christmas, Identity Crisis, Date with Death",https://audible.co.uk/pd/B07ND172PB?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/051446/bk_adbl_051446_sample.mp3,https://www.audible.com/webplayer?asin=B07ND172PB,https://m.media-amazon.com/images/I/61iM5BK1wvL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Reel%20of%20Fortune,,,
324,Change of Fortune,Change of Fortune,Miss Fortune Mysteries (book 11),11,"Sinful, Louisiana, is always a hotbed of activity, and despite the steamy heat, August is no exception. Godzilla is terrorizing the town....",Jana DeLeon,Cassandra Campbell,"Cosy, Women Sleuths, Suspense","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"7h 48m ",1m left,2018-04-17,Audible Studios,,4.8,1,,Unabridged Audiobook,English,available,,,,,,,B07C456K1C,,,"<p>Sinful, Louisiana, is always a hotbed of activity, and despite the steamy heat, August is no exception. Godzilla is terrorizing the town, looking for a home-cooked meal, and Gertie is worried someone will take the gator out before she can get him under control. Francine has a situation of her own at the café, where food is missing from inventory. And Celia is always up to no good. </p> <p>But summer is almost over, which could mean huge changes for Fortune Redding. Her undercover time in Sinful has always been limited to three months, and that time is almost up. With Ahmad still on the loose, Fortune is forced to remain in hiding, but soon she'll have to move to another town and start all over with a new identity. And that's the last thing she wants to do. Determined to get her life back, Fortune decides to draw Ahmad out and end this once and for all. Can Fortune take down one of the most dangerous men in the world? And if she can, does she have a future in Sinful? </p>","The Helena Diaries - Trouble in Mudbug, Malevolent, Backrush, The Accidental Alchemist, Sweet Tea and Sympathy, Twelve Slays of Christmas, Material Girl, Witches in the Kitchen, Murphy's Law, Date with Death, Wild Man's Curse, The Shadow Constant, Payback, Dirty Deeds, Resurrection, Columbus Day, Evans Above, Never the Bride",https://audible.co.uk/pd/B07C456K1C?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/031389/bk_adbl_031389_sample.mp3,https://www.audible.com/webplayer?asin=B07C456K1C,https://m.media-amazon.com/images/I/61SriSWq3OL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Change%20of%20Fortune,,,
323,"Hook, Line and Blinker","Hook, Line and Blinker",Miss Fortune Mysteries (book 10),10,"When someone tries to kill Hot Rod and steals only black SUVs from his shop, Fortune worries that excessive horsepower is the least of the trouble that comes along with her friend's new ride....",Jana DeLeon,Cassandra Campbell,"Cosy, Women Sleuths","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"7h 34m ",&lt;1 min,2017-10-31,Audible Studios,,4.8,1,,Unabridged Audiobook,English,available,,,,,,,B07613NSBR,,,"<p>Nobody knows speed like Ida Belle. </p> <p>Behind the wheel of her hopped-up Blazer, she's the queen of the back roads. But when someone tries to kill Hot Rod and steals only black SUVs from his shop, Fortune worries that excessive horsepower is the least of the trouble that comes along with her friend's new ride. When it becomes clear that the car thieves didn't get what they were looking for the first time around and Ida Belle's vehicle becomes their next target, Fortune and Gertie are determined to protect their friend. Ida Belle is determined to protect the Blazer. </p>","The Helena Diaries - Trouble in Mudbug, Malevolent, Backrush, The Accidental Alchemist, Ben Rehder Mysteries Box Set: Buck Fever & Gone The Next, Mystery on Hidden Lane: An Utterly Gripping Cozy Mystery Novel, Evans Above, Fallback, Twelve Slays of Christmas, The Way of the Wolf, Murphy's Law, Wild Man's Curse, Sign Off, All the Little Liars, Dirty Deeds, Orlando People, It’s a Wonderful Midlife Crisis, Death by Committee",https://audible.co.uk/pd/B07613NSBR?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/031388/bk_adbl_031388_sample.mp3,https://www.audible.com/webplayer?asin=B07613NSBR,https://m.media-amazon.com/images/I/61ErfVsukFL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Hook%2C%20Line%20and%20Blinker,,,
322,"Dead Man Talking: A Cozy Paranormal Mystery: The Happily Everlasting Series, Book 1","Dead Man Talking: A Cozy Paranormal Mystery: The Happily Everlasting Series, Book 1",The Happily Everlasting Series (book 1),1,"Meteorologist Zoe Parker put Everlasting in her rearview mirror as soon as she had her college degree in hand. But when Sapphire, her eccentric great-aunt, takes a tumble down the stairs in her lighthouse home, Zoe returns to the tiny fishing hamlet to look after her....",Jana DeLeon,B.J. Harrison,,,,,,Finished,,,,,,,,,,,,,,true,true,B077PD78HH,,,,,https://audible.co.uk/pd/B077PD78HH?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B077PD78HH,https://m.media-amazon.com/images/I/51J3VKJhaiL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Dead%20Man%20Talking%3A%20A%20Cozy%20Paranormal%20Mystery%3A%20The%20Happily%20Everlasting%20Series%2C%20Book%201,,,
321,Later Gator,Later Gator,Miss Fortune Mysteries (book 9),9,"A poacher is at work in Sinful, Louisiana, and Deputy Carter LeBlanc is hot on the trail of the outlaw, trying to apprehend him before the state gets wind of the crime....",Jana DeLeon,Cassandra Campbell,"Cosy, Women Sleuths","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"7h 15m ",&lt;1 min,2017-10-31,Audible Studios,,4.7,1,,Unabridged Audiobook,English,available,,,,,,,B076DJF261,,,"<p>A poacher is at work in Sinful, Louisiana, and Deputy Carter LeBlanc is hot on the trail of the outlaw, trying to apprehend him before the state gets wind of the crime and sends a game warden to take over his investigation. Unfortunately, he's hindered every step of the way by Sinful's current mayor and all-around horrible person, Celia Arceneaux, who wants nothing more than to drive Carter to resign. </p> <p>When a game warden turns up with evidence that implicates a relative of Gertie's, Carter is left with no choice but to arrest the boy, even though no one thinks he did it. With Carter under the watchful eye of Celia and the state, Fortune, Ida Belle, and Gertie decide to catch a poacher...before he gets away. </p>","The Helena Diaries - Trouble in Mudbug, Malevolent, Backrush, The Accidental Alchemist, Mystery on Hidden Lane: An Utterly Gripping Cozy Mystery Novel, Never the Bride, Material Girl, Twelve Slays of Christmas, Journey, Wild Man's Curse, The Shadow Constant, Dirty Deeds, Who Sent Clement?, It’s a Wonderful Midlife Crisis, Agatha Raisin and the Love from Hell, Sweet Murder: Witches of Keyhole Lake, Storm Front, Armed and Outrageous",https://audible.co.uk/pd/B076DJF261?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/031387/bk_adbl_031387_sample.mp3,https://www.audible.com/webplayer?asin=B076DJF261,https://m.media-amazon.com/images/I/51a8v9kTlGL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Later%20Gator,,,
320,Fortune Hunter,Fortune Hunter,Miss Fortune Mysteries (book 8),8,Someone has created a fake social media identity and is online romancing the lonely women of Sinful in order to scam them out of money....,Jana DeLeon,Cassandra Campbell,"Cosy, Women Sleuths, Suspense","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"7h 21m ",&lt;1 min,2016-07-12,Audible Studios,,4.7,1,,Unabridged Audiobook,English,available,,,,,,,B01HTZPAKS,,,"<p>From <i>New York Times</i> best-selling author Jana DeLeon, the eighth book in the Miss Fortune mystery series. </p> <p>Someone has created a fake social media identity and is online romancing the lonely women of Sinful in order to scam them out of money. Because he always seems to pick the perfect targets, Fortune, Ida Belle, and Gertie think he must be either a Sinful resident or someone with a close association to the town. </p> <p>Playing with emotions for pay is dirty pool, but the game turns deadly when one of the women is murdered. Fortune decides the victim must have figured out who the scam artist is and threatened him with exposure. Deputy Carter LeBlanc is hard at work to find the gunman, but sometimes it takes a woman to expose a lady-killer. Fortunately, Swamp Team 3 is on the job. </p>","The Helena Diaries - Trouble in Mudbug, Malevolent, Backrush, The Accidental Alchemist, Mystery on Hidden Lane: An Utterly Gripping Cozy Mystery Novel, Never the Bride, Uncommon Grounds, Material Girl, Twelve Slays of Christmas, Evans Above, Murder at Honeysuckle Hotel, Dirty Little Secrets, Date with Death, Death by Committee, The Girl with the Dragon Tattoo, Victoria, The Witness, The Cold Dish: International Edition",https://audible.co.uk/pd/B01HTZPAKS?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/025121/bk_adbl_025121_sample.mp3,https://www.audible.com/webplayer?asin=B01HTZPAKS,https://m.media-amazon.com/images/I/512ZJVWiCfL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Fortune%20Hunter,,,
319,"Redemption: Amos Decker, Book 5",Redemption,Amos Decker (book 5),5,"Amos Decker and his FBI partner Alex Jamison are visiting his hometown of Burlington, Ohio, when he’s approached by an unfamiliar man. But he instantly recognizes the man’s name: Meryl Hawkins. He’s the first person Decker ever arrested for murder back when he was a young detective....",David Baldacci,"Kyf Brewer, Orlagh Cassidy","International Mystery & Crime, Crime Thrillers, Suspense","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,12h 18m left,,2019-04-18,Macmillan,,4.5,1,,Unabridged Audiobook,English,available,,,,,,,1509874445,,,"<p><b><i>Redemption </i></b><b>is the fifth heart-pounding memory man thriller in David Baldacci’s </b><b><i>Sunday Times</i></b><b> bestselling series.</b></p> <p>FBI consultant Amos Decker returns to the scene of a family tragedy, and is confronted by more than just painful memories.</p> <p><b>A felon on a mission.</b></p> <p>When Decker returns to Burlington, Ohio, he is tracked down by his first homicide arrest, Meryl Hawkins, a man who still maintains his innocence.</p> <p><b>A rookie’s mistake.</b></p> <p>With Hawkins recently released from his life sentence, Decker finds himself questioning what had once seemed watertight evidence. Is the real killer still out there?</p> <p><b>A murderer at large.</b></p> <p>As the body count rises in a new crime spree, Decker and his former partner Mary Lancaster dig deeper and reopen the old case – and old wounds.</p> <p>Back in his home town and plagued by the ghosts of his past, Amos Decker is compelled to discover the confronting truth . . .</p> <p><b>The fifth audiobook in the Amos Decker crime series, following the </b><b><i>The Fallen</i></b><b>. Continue the series with </b><b><i>Walk the Wire</i></b><b>.</b></p>","The Edge, First Family, The Whole Truth, One Good Deed, Total Control, True Blue, Last Man Standing, The Winner, Simply Lies, Absolute Power, The Simple Truth, The Hunt Club, Dead Irish, Evolution: ANGEL, Until the Debt Is Paid, The Prettiest One, Power, Proof of Love",https://audible.co.uk/pd/1509874445?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/macm/002022/bk_macm_002022_sample.mp3,https://www.audible.com/webplayer?asin=1509874445,https://m.media-amazon.com/images/I/51x7A6UPF7L._SL500_.jpg,https://www.goodreads.com/search?q=David%20Baldacci%20-%20Redemption,"Amos Decker, Book 5",,
318,"Hurricane Force: A Miss Fortune Mystery, Book 7",Hurricane Force,Miss Fortune Mysteries (book 7),7,"During missions as a CIA assassin, Fortune Redding saw and overcame most every obstacle, but Sinful, Louisiana, keeps producing new challenges for her....",Jana DeLeon,Cassandra Campbell,"Cosy, Women Sleuths","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"8h 0m ",19m left,2016-02-02,Audible Studios,,4.8,1,,Unabridged Audiobook,English,available,,,,,,,B01B8ICTLK,,,"<p>From <i>New York Times</i> best-selling author Jana DeLeon, the seventh book in the Miss Fortune series. </p> <p>A force to be reckoned with.... </p> <p>During missions as a CIA assassin, Fortune Redding saw and overcame most every obstacle, but Sinful, Louisiana, keeps producing new challenges for her. When a hurricane blows through, it brings a shower of counterfeit money raining down on the tiny bayou town. When the money is linked back to Ahmad, the arms dealer who issued the kill order on Fortune, everyone is worried that her nemesis is far too close for comfort. </p> <p>When Ahmad's men turn up in Sinful, the situation becomes life-and-death for Fortune, Ida Belle, and Gertie, and Deputy Carter LeBlanc learns Fortune's true identity. As Swamp Team 3 rushes to locate the counterfeiter, Fortune hopes to take down Ahmad and free herself from her fake life. But will her relationship with Carter make it now that he knows the truth? </p>","The Helena Diaries - Trouble in Mudbug, Malevolent, Backrush, The Accidental Alchemist, Dixie Divas, Better Read Than Dead, Hound Dog Blues, Material Girl, The Beechwood Harbor Magic Mysteries Boxed Set, Lady Justice Takes a C.R.A.P., Twelve Slays of Christmas, Twenty-Eight and a Half Wishes, Center Stage, Payback, Changeling, Armed and Fabulous, Evans Above, Date with Death",https://audible.co.uk/pd/B01B8ICTLK?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/025120/bk_adbl_025120_sample.mp3,https://www.audible.com/webplayer?asin=B01B8ICTLK,https://m.media-amazon.com/images/I/61W9Ts0o-RL._SL500_.jpg,https://www.goodreads.com/search?q=Jana%20DeLeon%20-%20Hurricane%20Force,"A Miss Fortune Mystery, Book 7",,
